model-1604203592,1604203616.773,0.71,0.1781,0.75,0.1715
model-1604203592,1604203616.826,0.68,0.2049,0.75,0.1701
model-1604203592,1604203616.881,0.7,0.2019,0.74,0.17
model-1604203592,1604203616.934,0.75,0.1647,0.74,0.1717
model-1604203592,1604203616.989,0.67,0.1933,0.72,0.173
model-1604203592,1604203617.042,0.73,0.1975,0.73,0.1756
model-1604203592,1604203617.098,0.74,0.1664,0.73,0.1792
model-1604203592,1604203617.151,0.72,0.1721,0.73,0.1824
model-1604203592,1604203617.206,0.78,0.1774,0.74,0.1895
model-1604203592,1604203617.259,0.67,0.2159,0.74,0.1886
model-1604203592,1604203617.315,0.76,0.1729,0.74,0.1876
model-1604203592,1604203617.37,0.78,0.1557,0.72,0.1862
model-1604203592,1604203617.426,0.64,0.2217,0.76,0.1757
model-1604203592,1604203617.478,0.78,0.1588,0.75,0.1737
model-1604203592,1604203617.54,0.72,0.2065,0.76,0.1711
model-1604203592,1604203617.593,0.8,0.1516,0.75,0.1776
model-1604203592,1604203617.648,0.73,0.1779,0.7,0.1937
model-1604203592,1604203617.701,0.69,0.217,0.67,0.1988
model-1604203592,1604203617.757,0.75,0.1838,0.71,0.1895
model-1604203592,1604203617.81,0.67,0.2019,0.75,0.1761
model-1604203592,1604203617.85,0.69,0.1984,0.71,0.1838
model-1604203592,1604203617.911,0.71,0.1914,0.72,0.1922
model-1604203592,1604203617.963,0.76,0.1842,0.74,0.1789
model-1604203592,1604203618.018,0.73,0.1744,0.72,0.1663
model-1604203592,1604203618.071,0.77,0.1732,0.74,0.1638
model-1604203592,1604203618.134,0.73,0.1922,0.74,0.1645
model-1604203592,1604203618.19,0.65,0.2167,0.74,0.1653
model-1604203592,1604203618.251,0.72,0.1786,0.74,0.1661
model-1604203592,1604203618.313,0.68,0.2033,0.76,0.1665
model-1604203592,1604203618.369,0.67,0.2055,0.71,0.1685
model-1604203592,1604203618.421,0.75,0.174,0.73,0.1725
model-1604203592,1604203618.476,0.67,0.2108,0.71,0.1722
model-1604203592,1604203618.529,0.75,0.1693,0.72,0.1726
model-1604203592,1604203618.585,0.67,0.202,0.73,0.1732
model-1604203592,1604203618.637,0.73,0.1874,0.74,0.1745
model-1604203592,1604203618.692,0.69,0.2058,0.75,0.1767
model-1604203592,1604203618.744,0.77,0.1653,0.73,0.1791
model-1604203592,1604203618.801,0.6,0.2091,0.75,0.175
model-1604203592,1604203618.854,0.7,0.1863,0.73,0.1737
model-1604203592,1604203618.912,0.85,0.1345,0.72,0.1778
model-1604203592,1604203618.97,0.66,0.1957,0.74,0.1788
model-1604203592,1604203619.025,0.76,0.179,0.73,0.1752
model-1604203592,1604203619.078,0.71,0.186,0.73,0.1683
model-1604203592,1604203619.135,0.76,0.1611,0.72,0.166
model-1604203592,1604203619.187,0.69,0.211,0.74,0.1664
model-1604203592,1604203619.243,0.77,0.1606,0.75,0.1655
model-1604203592,1604203619.295,0.8,0.1597,0.74,0.1626
model-1604203592,1604203619.35,0.67,0.1956,0.75,0.1635
model-1604203592,1604203619.402,0.79,0.1517,0.74,0.1628
model-1604203592,1604203619.457,0.67,0.2085,0.76,0.1623
model-1604203592,1604203619.51,0.71,0.1897,0.76,0.1642
model-1604203592,1604203619.566,0.79,0.1517,0.77,0.168
model-1604203592,1604203619.618,0.67,0.2031,0.74,0.1687
model-1604203592,1604203619.674,0.73,0.1633,0.78,0.1645
model-1604203592,1604203619.728,0.81,0.1462,0.8,0.1659
model-1604203592,1604203619.785,0.79,0.1693,0.78,0.1707
model-1604203592,1604203619.837,0.7,0.205,0.77,0.1699
model-1604203592,1604203619.893,0.71,0.1805,0.78,0.1652
model-1604203592,1604203619.949,0.71,0.1723,0.7,0.1796
model-1604203592,1604203620.006,0.76,0.1554,0.71,0.1921
model-1604203592,1604203620.061,0.72,0.1864,0.73,0.1742
model-1604203592,1604203620.115,0.77,0.1626,0.75,0.167
model-1604203592,1604203620.167,0.69,0.1903,0.77,0.1683
model-1604203592,1604203620.222,0.73,0.1884,0.77,0.1687
model-1604203592,1604203620.274,0.78,0.1592,0.78,0.1676
model-1604203592,1604203620.333,0.65,0.2203,0.8,0.1661
model-1604203592,1604203620.386,0.77,0.1676,0.78,0.1653
model-1604203592,1604203620.441,0.72,0.1856,0.77,0.1658
model-1604203592,1604203620.492,0.76,0.1616,0.77,0.1678
model-1604203592,1604203620.549,0.73,0.1853,0.78,0.1718
model-1604203592,1604203620.602,0.64,0.2094,0.77,0.1677
model-1604203592,1604203620.658,0.78,0.1612,0.74,0.1787
model-1604203592,1604203620.709,0.8,0.1615,0.7,0.1946
model-1604203592,1604203620.765,0.74,0.1869,0.74,0.185
model-1604203592,1604203620.816,0.73,0.1754,0.77,0.1702
model-1604203592,1604203620.876,0.7,0.2011,0.77,0.173
model-1604203592,1604203620.932,0.65,0.2362,0.76,0.1678
model-1604203592,1604203620.987,0.75,0.1515,0.75,0.165
model-1604203592,1604203621.039,0.75,0.1949,0.74,0.1632
model-1604203592,1604203621.093,0.74,0.1899,0.77,0.1611
model-1604203592,1604203621.145,0.79,0.1698,0.78,0.1598
model-1604203592,1604203621.2,0.81,0.1464,0.77,0.1591
model-1604203592,1604203621.253,0.67,0.192,0.76,0.1603
model-1604203592,1604203621.309,0.74,0.163,0.77,0.1604
model-1604203592,1604203621.36,0.73,0.1937,0.76,0.1616
model-1604203592,1604203621.42,0.73,0.1823,0.76,0.1615
model-1604203592,1604203621.473,0.68,0.1801,0.76,0.1616
model-1604203592,1604203621.529,0.76,0.1576,0.73,0.1625
model-1604203592,1604203621.586,0.63,0.2074,0.77,0.1666
model-1604203592,1604203621.641,0.64,0.2325,0.76,0.166
model-1604203592,1604203621.694,0.74,0.1797,0.76,0.166
model-1604203592,1604203621.75,0.72,0.1785,0.77,0.1687
model-1604203592,1604203621.802,0.73,0.1809,0.71,0.1757
model-1604203592,1604203621.856,0.7,0.1965,0.78,0.1706
model-1604203592,1604203621.907,0.73,0.1728,0.73,0.1847
model-1604203592,1604203621.963,0.77,0.1798,0.63,0.2109
model-1604203592,1604203622.014,0.73,0.1825,0.62,0.211
model-1604203592,1604203622.07,0.64,0.2118,0.73,0.184
model-1604203592,1604203622.121,0.65,0.2165,0.74,0.1831
model-1604203592,1604203622.181,0.75,0.1849,0.7,0.193
model-1604203592,1604203622.236,0.7,0.1992,0.74,0.1802
model-1604203592,1604203622.292,0.75,0.1732,0.74,0.1746
model-1604203592,1604203622.346,0.79,0.1509,0.69,0.1818
model-1604203592,1604203622.403,0.71,0.1895,0.69,0.1886
model-1604203592,1604203622.454,0.75,0.1833,0.69,0.1795
model-1604203592,1604203622.51,0.63,0.2418,0.7,0.1732
model-1604203592,1604203622.564,0.79,0.1608,0.73,0.1724
model-1604203592,1604203622.625,0.74,0.1672,0.74,0.1753
model-1604203592,1604203622.676,0.78,0.1609,0.76,0.1774
model-1604203592,1604203622.736,0.7,0.1824,0.72,0.1727
model-1604203592,1604203622.788,0.73,0.1695,0.77,0.169
model-1604203592,1604203622.844,0.74,0.1854,0.73,0.1738
model-1604203592,1604203622.896,0.67,0.1987,0.71,0.1792
model-1604203592,1604203622.957,0.73,0.187,0.71,0.1827
model-1604203592,1604203623.013,0.69,0.1948,0.71,0.1813
model-1604203592,1604203623.068,0.75,0.1848,0.76,0.173
model-1604203592,1604203623.121,0.7,0.181,0.74,0.17
model-1604203592,1604203623.176,0.71,0.1844,0.75,0.1697
model-1604203592,1604203623.229,0.66,0.2065,0.76,0.1683
model-1604203592,1604203623.283,0.63,0.2209,0.78,0.1646
model-1604203592,1604203623.335,0.77,0.1748,0.77,0.1653
model-1604203592,1604203623.392,0.71,0.1875,0.72,0.179
model-1604203592,1604203623.444,0.74,0.1671,0.72,0.1855
model-1604203592,1604203623.498,0.75,0.1708,0.72,0.1776
model-1604203592,1604203623.553,0.77,0.1693,0.71,0.1668
model-1604203592,1604203623.609,0.78,0.1694,0.8,0.1605
model-1604203592,1604203623.667,0.77,0.1606,0.8,0.1593
model-1604203592,1604203623.725,0.76,0.1584,0.78,0.1641
model-1604203592,1604203623.777,0.73,0.1867,0.78,0.1676
model-1604203592,1604203623.835,0.74,0.1763,0.77,0.1638
model-1604203592,1604203623.887,0.74,0.1591,0.78,0.1621
model-1604203592,1604203623.949,0.64,0.211,0.75,0.1647
model-1604203592,1604203624.005,0.74,0.1796,0.74,0.1725
model-1604203592,1604203624.061,0.75,0.1893,0.74,0.1772
model-1604203592,1604203624.113,0.7,0.2039,0.73,0.1722
model-1604203592,1604203624.168,0.75,0.1522,0.77,0.1677
model-1604203592,1604203624.219,0.78,0.1503,0.75,0.1698
model-1604203592,1604203624.279,0.72,0.165,0.74,0.1731
model-1604203592,1604203624.331,0.66,0.2081,0.76,0.1681
model-1604203592,1604203624.387,0.81,0.1473,0.79,0.1648
model-1604203592,1604203624.44,0.81,0.1537,0.78,0.1627
model-1604203592,1604203624.496,0.81,0.1455,0.75,0.1656
model-1604203592,1604203624.555,0.75,0.1756,0.73,0.1691
model-1604203592,1604203624.616,0.74,0.1745,0.74,0.1661
model-1604203592,1604203624.67,0.7,0.1875,0.77,0.1625
model-1604203592,1604203624.73,0.87,0.1205,0.77,0.1619
model-1604203592,1604203624.784,0.78,0.1529,0.75,0.1671
model-1604203592,1604203624.842,0.79,0.1624,0.75,0.1677
model-1604203592,1604203624.895,0.73,0.1727,0.75,0.1652
model-1604203592,1604203624.953,0.8,0.1512,0.75,0.1671
model-1604203592,1604203625.005,0.75,0.1517,0.74,0.1759
model-1604203592,1604203625.06,0.72,0.1705,0.75,0.1745
model-1604203592,1604203625.112,0.72,0.1801,0.74,0.1692
model-1604203592,1604203625.17,0.72,0.1734,0.73,0.1914
model-1604203592,1604203625.223,0.63,0.2681,0.72,0.1969
model-1604203592,1604203625.283,0.68,0.2169,0.77,0.1786
model-1604203592,1604203625.341,0.7,0.1827,0.77,0.1639
model-1604203592,1604203625.396,0.72,0.2056,0.72,0.1767
model-1604203592,1604203625.447,0.74,0.1809,0.7,0.1811
model-1604203592,1604203625.501,0.72,0.1942,0.75,0.17
model-1604203592,1604203625.554,0.77,0.1705,0.76,0.16
model-1604203592,1604203625.612,0.65,0.2098,0.77,0.1639
model-1604203592,1604203625.663,0.7,0.1834,0.77,0.168
model-1604203592,1604203625.722,0.75,0.1898,0.75,0.1648
model-1604203592,1604203625.775,0.77,0.1681,0.74,0.1593
model-1604203592,1604203625.83,0.77,0.1753,0.78,0.1604
model-1604203592,1604203625.882,0.78,0.1523,0.78,0.1644
model-1604203592,1604203625.935,0.72,0.1647,0.78,0.1642
model-1604203592,1604203625.987,0.72,0.1619,0.76,0.1617
model-1604203592,1604203626.047,0.71,0.1784,0.79,0.1606
model-1604203592,1604203626.104,0.71,0.2029,0.79,0.164
model-1604203592,1604203626.16,0.77,0.17,0.77,0.1673
model-1604203592,1604203626.212,0.82,0.1575,0.76,0.1723
model-1604203592,1604203626.268,0.69,0.1792,0.76,0.1659
model-1604203592,1604203626.32,0.77,0.18,0.77,0.1606
model-1604203592,1604203626.376,0.75,0.1829,0.77,0.1625
model-1604203592,1604203626.428,0.74,0.1761,0.75,0.1724
model-1604203592,1604203626.486,0.71,0.2037,0.71,0.1801
model-1604203592,1604203626.543,0.7,0.1955,0.74,0.1731
model-1604203592,1604203626.6,0.75,0.187,0.76,0.1641
model-1604203592,1604203626.653,0.81,0.1415,0.77,0.1656
model-1604203592,1604203626.714,0.76,0.1775,0.73,0.1809
model-1604203592,1604203626.771,0.76,0.167,0.69,0.1937
model-1604203592,1604203626.83,0.65,0.2224,0.69,0.1875
model-1604203592,1604203626.882,0.7,0.1871,0.75,0.1736
model-1604203592,1604203626.938,0.79,0.1584,0.79,0.1663
model-1604203592,1604203626.989,0.76,0.1708,0.77,0.1679
model-1604203592,1604203627.045,0.78,0.1604,0.72,0.1769
model-1604203592,1604203627.097,0.75,0.1882,0.75,0.1813
model-1604203592,1604203627.151,0.75,0.1706,0.74,0.1777
model-1604203592,1604203627.203,0.73,0.1962,0.75,0.1689
model-1604203592,1604203627.259,0.73,0.1782,0.78,0.1641
model-1604203592,1604203627.311,0.81,0.1364,0.75,0.1662
model-1604203592,1604203627.369,0.83,0.1394,0.76,0.1683
model-1604203592,1604203627.421,0.71,0.1857,0.76,0.1665
model-1604203592,1604203627.478,0.8,0.1391,0.76,0.1627
model-1604203592,1604203627.53,0.76,0.1622,0.76,0.1612
model-1604203592,1604203627.591,0.64,0.216,0.74,0.1679
model-1604203592,1604203627.643,0.8,0.1391,0.74,0.1803
model-1604203592,1604203627.698,0.66,0.2008,0.72,0.1834
model-1604203592,1604203627.751,0.73,0.1851,0.74,0.1754
model-1604203592,1604203627.806,0.73,0.1701,0.77,0.164
model-1604203592,1604203627.861,0.74,0.1711,0.77,0.1687
model-1604203592,1604203627.92,0.74,0.1633,0.74,0.1744
model-1604203592,1604203627.976,0.69,0.2241,0.8,0.1613
model-1604203592,1604203628.032,0.72,0.1831,0.74,0.1622
model-1604203592,1604203628.085,0.74,0.1817,0.75,0.1661
model-1604203592,1604203628.141,0.8,0.1664,0.77,0.1656
model-1604203592,1604203628.193,0.76,0.1617,0.77,0.1629
model-1604203592,1604203628.249,0.74,0.1614,0.77,0.1577
model-1604203592,1604203628.303,0.74,0.1716,0.78,0.1577
model-1604203592,1604203628.358,0.7,0.1845,0.77,0.1586
model-1604203592,1604203628.411,0.71,0.1677,0.78,0.1574
model-1604203592,1604203628.466,0.74,0.1843,0.78,0.1568
model-1604203592,1604203628.519,0.78,0.1518,0.77,0.1559
model-1604203592,1604203628.574,0.81,0.1377,0.78,0.1545
model-1604203592,1604203628.627,0.8,0.1432,0.77,0.1545
model-1604203592,1604203628.682,0.77,0.1547,0.77,0.1553
model-1604203592,1604203628.734,0.81,0.1436,0.76,0.1545
model-1604203592,1604203628.789,0.74,0.1569,0.78,0.1537
model-1604203592,1604203628.841,0.7,0.1855,0.78,0.1561
model-1604203592,1604203628.902,0.69,0.2045,0.79,0.1557
model-1604203592,1604203628.954,0.79,0.1719,0.78,0.1558
model-1604203592,1604203629.009,0.8,0.1361,0.77,0.1563
model-1604203592,1604203629.063,0.77,0.1601,0.77,0.1559
model-1604203592,1604203629.119,0.8,0.1526,0.77,0.1558
model-1604203592,1604203629.177,0.74,0.1856,0.77,0.1569
model-1604203592,1604203629.232,0.73,0.1791,0.77,0.1601
model-1604203592,1604203629.284,0.79,0.1402,0.77,0.1635
model-1604203592,1604203629.34,0.73,0.18,0.76,0.1648
model-1604203592,1604203629.392,0.74,0.1796,0.79,0.1599
model-1604203592,1604203629.447,0.79,0.1381,0.78,0.166
model-1604203592,1604203629.499,0.71,0.1717,0.74,0.1825
model-1604203592,1604203629.56,0.78,0.1511,0.73,0.189
model-1604203592,1604203629.611,0.7,0.207,0.76,0.1741
model-1604203592,1604203629.665,0.82,0.1444,0.78,0.1652
model-1604203592,1604203629.72,0.82,0.1353,0.8,0.1628
model-1604203592,1604203629.775,0.76,0.1659,0.77,0.164
model-1604203592,1604203629.83,0.77,0.1497,0.79,0.1624
model-1604203592,1604203629.884,0.74,0.1874,0.8,0.1578
model-1604203592,1604203629.936,0.84,0.1298,0.75,0.1724
model-1604203592,1604203629.991,0.76,0.1721,0.69,0.1881
model-1604203592,1604203630.044,0.77,0.2006,0.69,0.1892
model-1604203592,1604203630.099,0.77,0.1718,0.75,0.1708
model-1604203592,1604203630.152,0.7,0.1839,0.79,0.1548
model-1604203592,1604203630.196,0.75,0.1779,0.77,0.1703
